Mall_ID,Mall_Name,State_Name,City_Name,Locality_Name,Mall_Type,Floors,Total_Shops,Parking_Capacity,Food_Court,Multiplex,Hypermarket,Rating,Reviews,Opening_Year
MALL000889,Grand Square Mall,Tamil Nadu,Chennai,Sector 31,Luxury,3,387,512,No,Yes,No,4.5,43307,2020
MALL000890,City Centre Mall,Tamil Nadu,Chennai,Sector 40,Premium,8,407,660,No,No,No,3.8,47787,2015
MALL000891,Royal Mall,Maharashtra,Pune,Sector 40,Premium,5,54,1702,No,Yes,No,4.7,8635,2012
MALL000892,Phoenix Marketcity,Delhi,New Delhi,Sector 58,Regional,6,342,697,Yes,No,No,4.3,19456,2007
MALL000893,Grand Square Mall,Delhi,New Delhi,Sector 57,Community,3,330,1360,No,Yes,Yes,4.4,18050,2015
MALL000894,Urban Galleria,Tamil Nadu,Chennai,Sector 37,Community,8,499,1946,Yes,No,No,4.3,4329,1995
MALL000895,Phoenix Marketcity,Delhi,New Delhi,Sector 13,Luxury,3,159,2275,No,Yes,Yes,4.4,9117,2000
MALL000896,Urban Galleria,Maharashtra,Mumbai,Sector 53,Community,6,72,2624,Yes,No,Yes,3.7,10541,2001
MALL000897,VR Mall,Tamil Nadu,Chennai,Sector 67,Regional,2,241,914,Yes,Yes,Yes,4.2,24347,2001
MALL000898,City Centre Mall,Maharashtra,Pune,Sector 48,Luxury,5,63,308,Yes,No,Yes,4.2,43605,2009
MALL000899,Royal Mall,Delhi,New Delhi,Sector 12,Premium,6,431,649,Yes,Yes,Yes,5.0,48028,2014
MALL000900,Metro Plaza,Karnataka,Bengaluru,Sector 29,Community,3,388,1762,No,Yes,Yes,4.9,16379,2008
MALL000901,Grand Square Mall,Tamil Nadu,Chennai,Sector 34,Community,4,101,2307,Yes,No,No,4.7,37570,2006
MALL000902,Metro Plaza,Karnataka,Bengaluru,Sector 50,Regional,6,76,622,No,No,No,3.5,14628,1996
MALL000903,Phoenix Marketcity,Karnataka,Bengaluru,Sector 74,Premium,4,409,2707,No,No,No,4.7,22292,2008
MALL000904,City Centre Mall,Karnataka,Bengaluru,Sector 33,Community,4,63,1931,No,No,No,3.9,28372,2004
MALL000905,DLF Mall of India,Tamil Nadu,Chennai,Sector 50,Luxury,7,359,2325,No,Yes,Yes,5.0,10504,2011
MALL000906,Ambience Mall,Telangana,Hyderabad,Sector 68,Regional,8,384,471,No,No,Yes,3.9,4137,2024
MALL000907,Grand Square Mall,Karnataka,Bengaluru,Sector 31,Regional,5,305,2610,No,Yes,Yes,3.6,25041,2015
MALL000908,City Centre Mall,Delhi,New Delhi,Sector 13,Premium,7,175,2378,No,No,Yes,3.8,5792,2011
MALL000909,VR Mall,Delhi,New Delhi,Sector 22,Premium,3,256,1812,No,Yes,Yes,3.9,27094,1999
MALL000910,Metro Plaza,Delhi,New Delhi,Sector 68,Premium,2,215,336,No,No,No,4.3,5558,2018
MALL000911,Metro Plaza,Tamil Nadu,Chennai,Sector 6,Community,3,418,1336,No,Yes,No,4.8,15764,1998
MALL000912,Royal Mall,Telangana,Hyderabad,Sector 8,Community,3,223,2926,Yes,Yes,Yes,4.5,23752,2020
MALL000913,Grand Square Mall,Maharashtra,Pune,Sector 16,Premium,7,322,2891,Yes,No,Yes,4.9,44668,1999
MALL000914,City Centre Mall,Karnataka,Bengaluru,Sector 10,Premium,7,261,1926,Yes,No,Yes,4.5,32132,2014
MALL000915,Royal Mall,Delhi,New Delhi,Sector 10,Regional,3,332,992,Yes,Yes,No,4.1,11925,2013
MALL000916,Urban Galleria,Delhi,New Delhi,Sector 61,Community,5,243,1402,Yes,Yes,Yes,4.8,5565,2024
MALL000917,DLF Mall of India,Maharashtra,Pune,Sector 59,Regional,6,461,484,Yes,Yes,No,4.3,30884,2020
MALL000918,City Centre Mall,Tamil Nadu,Chennai,Sector 78,Premium,4,288,955,No,No,Yes,3.7,7807,2016
MALL000919,Grand Square Mall,Maharashtra,Mumbai,Sector 46,Premium,2,441,1539,Yes,No,No,3.8,3884,2018
MALL000920,City Centre Mall,Delhi,New Delhi,Sector 2,Luxury,5,191,1867,No,No,No,4.6,5836,2016
MALL000921,City Centre Mall,Delhi,New Delhi,Sector 16,Community,4,482,1676,Yes,Yes,No,4.6,5074,2014
MALL000922,Royal Mall,Tamil Nadu,Chennai,Sector 15,Community,8,166,2320,Yes,No,No,3.8,15559,1999
MALL000923,Lulu Mall,Karnataka,Bengaluru,Sector 63,Regional,3,417,899,No,Yes,Yes,4.7,6212,2015
MALL000924,DLF Mall of India,Maharashtra,Mumbai,Sector 20,Regional,7,436,1123,Yes,Yes,Yes,5.0,10460,2006
MALL000925,Grand Square Mall,Tamil Nadu,Chennai,Sector 18,Premium,3,75,1296,Yes,Yes,Yes,4.3,34909,2021
MALL000926,DLF Mall of India,Telangana,Hyderabad,Sector 71,Luxury,6,204,318,Yes,No,No,4.5,15986,2008
MALL000927,Phoenix Marketcity,Maharashtra,Pune,Sector 50,Luxury,2,334,1484,Yes,Yes,Yes,4.2,34973,2020
MALL000928,Royal Mall,Delhi,New Delhi,Sector 71,Luxury,7,342,1565,Yes,Yes,Yes,4.4,16598,2002
MALL000929,City Centre Mall,Tamil Nadu,Chennai,Sector 37,Regional,8,257,2462,No,Yes,No,3.8,29068,2021
MALL000930,VR Mall,Tamil Nadu,Chennai,Sector 42,Regional,7,346,2647,No,No,No,3.5,3137,2006
MALL000931,Metro Plaza,Tamil Nadu,Chennai,Sector 68,Premium,6,77,508,Yes,Yes,Yes,4.0,19775,2020
MALL000932,Grand Square Mall,Karnataka,Bengaluru,Sector 60,Regional,7,91,1177,No,No,Yes,3.8,31568,2006
MALL000933,Grand Square Mall,Karnataka,Bengaluru,Sector 61,Regional,5,113,1140,Yes,Yes,Yes,4.7,7699,1999
MALL000934,Metro Plaza,Delhi,New Delhi,Sector 47,Luxury,2,298,235,Yes,No,No,4.9,23420,2007
MALL000935,Metro Plaza,Telangana,Hyderabad,Sector 46,Premium,6,346,1107,Yes,No,No,4.6,47634,2017
MALL000936,Royal Mall,Telangana,Hyderabad,Sector 21,Regional,2,113,2182,Yes,No,Yes,3.6,41455,2013
MALL000937,Ambience Mall,Karnataka,Bengaluru,Sector 52,Community,5,472,2250,No,Yes,Yes,4.5,10517,2020
MALL000938,Ambience Mall,Maharashtra,Mumbai,Sector 34,Luxury,8,486,905,Yes,Yes,No,4.9,14121,2018
MALL000939,Royal Mall,Tamil Nadu,Chennai,Sector 9,Community,4,316,2599,Yes,Yes,Yes,3.6,29827,2012
MALL000940,City Centre Mall,Karnataka,Bengaluru,Sector 1,Luxury,4,210,1340,No,No,No,4.9,2176,2022
MALL000941,Metro Plaza,Delhi,New Delhi,Sector 6,Regional,4,103,2925,No,No,No,3.6,4619,2024
MALL000942,DLF Mall of India,Delhi,New Delhi,Sector 49,Regional,2,244,1420,No,No,Yes,4.0,1877,1996
MALL000943,Metro Plaza,Telangana,Hyderabad,Sector 60,Luxury,8,437,2090,No,Yes,Yes,4.1,46871,2023
MALL000944,Urban Galleria,Maharashtra,Mumbai,Sector 65,Regional,8,484,1772,No,Yes,Yes,4.6,29241,2016
MALL000945,Ambience Mall,Tamil Nadu,Chennai,Sector 51,Luxury,6,404,438,No,Yes,Yes,4.5,15214,2005
MALL000946,City Centre Mall,Karnataka,Bengaluru,Sector 63,Community,5,132,2581,No,No,Yes,4.5,13706,2019
MALL000947,City Centre Mall,Tamil Nadu,Chennai,Sector 17,Luxury,6,455,2066,Yes,No,No,4.0,27130,2019
MALL000948,Metro Plaza,Tamil Nadu,Chennai,Sector 10,Community,7,213,653,No,Yes,Yes,3.6,36992,2025
MALL000949,Grand Square Mall,Maharashtra,Mumbai,Sector 34,Regional,2,434,1682,Yes,No,No,3.7,40561,2003
MALL000950,Urban Galleria,Maharashtra,Mumbai,Sector 57,Luxury,8,197,634,No,Yes,Yes,4.2,49367,2013
MALL000951,Urban Galleria,Karnataka,Bengaluru,Sector 71,Luxury,3,469,730,No,Yes,No,4.5,8354,2025
MALL000952,Royal Mall,Karnataka,Bengaluru,Sector 48,Premium,5,212,2352,No,No,No,4.0,3136,2018
MALL000953,DLF Mall of India,Telangana,Hyderabad,Sector 48,Premium,3,474,2649,Yes,No,Yes,4.9,32135,2016
MALL000954,Grand Square Mall,Telangana,Hyderabad,Sector 37,Regional,3,470,395,Yes,No,No,3.7,35527,2002
MALL000955,City Centre Mall,Maharashtra,Mumbai,Sector 39,Premium,5,405,2604,Yes,Yes,No,4.8,37824,2025
MALL000956,Royal Mall,Delhi,New Delhi,Sector 16,Premium,3,115,339,Yes,No,No,3.7,37964,2021
MALL000957,Metro Plaza,Delhi,New Delhi,Sector 78,Regional,6,360,2929,No,No,Yes,4.5,13877,2002
MALL000958,Metro Plaza,Delhi,New Delhi,Sector 37,Regional,2,174,1753,No,Yes,Yes,3.7,9656,2001
MALL000959,Royal Mall,Karnataka,Bengaluru,Sector 3,Premium,7,163,2142,Yes,No,Yes,4.7,11290,2010
MALL000960,Royal Mall,Tamil Nadu,Chennai,Sector 44,Luxury,7,214,2836,No,Yes,No,4.0,14341,2014
MALL000961,Urban Galleria,Maharashtra,Pune,Sector 69,Regional,8,305,268,Yes,Yes,No,4.8,23291,2000
MALL000962,Urban Galleria,Delhi,New Delhi,Sector 20,Community,3,189,2769,No,Yes,No,3.8,19336,1997
MALL000963,Phoenix Marketcity,Karnataka,Bengaluru,Sector 24,Community,3,115,538,No,No,No,4.6,35687,2015
MALL000964,VR Mall,Delhi,New Delhi,Sector 56,Regional,8,177,1606,Yes,No,No,4.5,21288,2013
MALL000965,Lulu Mall,Telangana,Hyderabad,Sector 73,Regional,5,471,780,No,No,No,4.2,38491,2008
MALL000966,City Centre Mall,Delhi,New Delhi,Sector 51,Community,2,160,2444,No,No,Yes,4.7,7863,2009
MALL000967,Urban Galleria,Karnataka,Bengaluru,Sector 78,Premium,8,299,1596,Yes,Yes,No,4.8,14217,2007
MALL000968,Ambience Mall,Delhi,New Delhi,Sector 79,Premium,2,426,998,No,No,No,4.2,49926,2015
MALL000969,Metro Plaza,Maharashtra,Mumbai,Sector 76,Premium,7,222,1309,No,No,No,4.7,39283,2015
MALL000970,Royal Mall,Tamil Nadu,Chennai,Sector 15,Community,6,408,2650,No,No,Yes,3.8,13388,2023
MALL000971,Urban Galleria,Delhi,New Delhi,Sector 75,Regional,5,472,2233,No,Yes,No,4.0,37382,2002
MALL000972,Ambience Mall,Tamil Nadu,Chennai,Sector 31,Community,6,140,595,Yes,Yes,Yes,4.4,29060,2014
MALL000973,Urban Galleria,Telangana,Hyderabad,Sector 11,Premium,8,342,693,No,No,No,4.0,20180,2006
MALL000974,Metro Plaza,Telangana,Hyderabad,Sector 30,Regional,8,75,556,Yes,No,Yes,3.9,36647,1996
MALL000975,Metro Plaza,Delhi,New Delhi,Sector 47,Community,8,206,1615,No,Yes,Yes,5.0,21751,2011
MALL000976,Metro Plaza,Maharashtra,Pune,Sector 33,Community,2,162,1500,Yes,No,No,4.4,43559,2006
MALL000977,Urban Galleria,Maharashtra,Mumbai,Sector 79,Community,4,307,518,Yes,No,No,4.2,2096,2010
MALL000978,Royal Mall,Telangana,Hyderabad,Sector 4,Luxury,4,467,1827,Yes,Yes,Yes,4.7,14823,2011
MALL000979,Metro Plaza,Delhi,New Delhi,Sector 5,Luxury,8,275,1682,Yes,Yes,No,4.8,32185,2009
MALL000980,Ambience Mall,Telangana,Hyderabad,Sector 58,Premium,3,210,817,No,No,No,4.6,8886,2023
MALL000981,Royal Mall,Maharashtra,Mumbai,Sector 41,Premium,8,264,2673,No,Yes,No,4.5,28793,2012
MALL000982,VR Mall,Telangana,Hyderabad,Sector 67,Regional,2,357,652,No,No,Yes,4.2,24220,2017
MALL000983,VR Mall,Karnataka,Bengaluru,Sector 79,Community,7,322,1567,Yes,Yes,Yes,4.6,25025,2021
MALL000984,Grand Square Mall,Telangana,Hyderabad,Sector 37,Premium,4,407,1242,Yes,Yes,Yes,4.9,44648,2022
MALL000985,DLF Mall of India,Delhi,New Delhi,Sector 75,Community,3,351,1072,No,No,Yes,3.8,46959,2005
MALL000986,Grand Square Mall,Delhi,New Delhi,Sector 25,Community,2,187,2231,No,Yes,No,4.5,22313,2004
MALL000987,City Centre Mall,Maharashtra,Mumbai,Sector 44,Luxury,3,96,1207,Yes,Yes,No,4.3,39136,2014
MALL000988,Grand Square Mall,Telangana,Hyderabad,Sector 7,Regional,7,192,2428,No,No,Yes,4.7,15570,2006
MALL000989,Metro Plaza,Telangana,Hyderabad,Sector 40,Luxury,2,385,757,Yes,No,Yes,5.0,27905,2008
MALL000990,Urban Galleria,Tamil Nadu,Chennai,Sector 75,Community,3,342,1234,Yes,No,Yes,4.2,29561,2003
MALL000991,Metro Plaza,Tamil Nadu,Chennai,Sector 40,Luxury,7,293,2562,No,No,Yes,3.7,5828,2003
MALL000992,City Centre Mall,Tamil Nadu,Chennai,Sector 23,Luxury,7,435,2258,Yes,No,No,4.8,38838,2016
MALL000993,City Centre Mall,Telangana,Hyderabad,Sector 37,Luxury,6,395,1649,No,Yes,No,4.0,34751,2023
MALL000994,Urban Galleria,Tamil Nadu,Chennai,Sector 69,Premium,7,177,263,No,Yes,Yes,4.8,5190,1999
MALL000995,Urban Galleria,Karnataka,Bengaluru,Sector 40,Luxury,5,56,2027,No,No,Yes,3.9,16106,2015
MALL000996,City Centre Mall,Delhi,New Delhi,Sector 13,Premium,5,213,2867,No,Yes,Yes,4.7,46875,2006
MALL000997,Royal Mall,Karnataka,Bengaluru,Sector 48,Premium,8,420,861,No,No,Yes,4.8,43276,2018
MALL000998,Royal Mall,Delhi,New Delhi,Sector 29,Luxury,8,217,1076,No,No,Yes,4.5,10328,2014
MALL000999,Lulu Mall,Telangana,Hyderabad,Sector 73,Premium,5,93,2043,Yes,No,No,4.2,1098,1999
MALL001000,Phoenix Marketcity,Maharashtra,Pune,Sector 61,Premium,6,309,2712,Yes,Yes,No,3.6,24680,2017
