School_ID,School_Name,City_ID,City_Name,State_Name,Locality_ID,Locality_Name,School_Type,Board,Management,Established_Year,Rating,Green_School,Campus_Area_Acres,Student_Count,Teacher_Count,Student_Teacher_Ratio,Annual_Fees_INR,Transport,Hostel,Smart_Classrooms,Sports_Complex,Swimming_Pool,Robotics_Lab,Science_Lab,Computer_Lab,Library,CCTV,GPS_Bus,Nearby_Metro,Distance_to_Metro_km,Latitude,Longitude,Website,Last_Updated
S00089,Wisdom Senior Secondary School,C0167,Dadra City 167,Dadra and Nagar Haveli and Daman and Diu,L02176,Nagar 3 Gardens,Kendriya Vidyalaya,ICSE,Private,1968,5.0,Yes,17.13,2068,94,22.0,159259,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,7.65,18.722715,71.117101,https://school89.edu.in,2025-12-31
S00090,Cambridge Public School,C0111,Port Blair,Andaman and Nicobar Islands,L01450,Enclave 62 County,Residential,ISC,Trust,1968,4.5,Yes,22.93,6816,213,32.0,233370,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,5.52,15.812196,96.873189,https://school90.edu.in,2025-12-31
S00091,Ryan International School,C0154,Goa City 154,Goa,L02003,Park 139 Enclave,Residential,Cambridge,Trust,2021,3.0,Yes,34.91,6528,192,34.0,189569,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,7.74,31.866274,86.382668,https://school91.edu.in,2025-12-31
S00092,Global International School,C0087,Karimnagar,Telangana,L01137,Colony 124 Paradise,Boarding,ISC,Trust,2013,3.7,No,30.7,5460,156,35.0,182894,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,4.08,13.147121,78.014017,https://school92.edu.in,2025-12-31
S00093,National Academy,C0397,Karnataka City 397,Karnataka,L05136,Nagar 31 Gardens,Kendriya Vidyalaya,ISC,Private,2012,3.7,No,7.6,2106,78,27.0,392651,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,0.38,36.690383,93.770997,https://school93.edu.in,2025-12-31
S00094,Global School,C0328,Telangana City 328,Telangana,L04255,Block 24 Township,Government Aided,IGCSE,Private,1952,2.5,No,1.46,4321,149,29.0,292567,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,5.49,22.150231,91.05347,https://school94.edu.in,2025-12-31
S00095,Global Academy,C0756,Andhra City 756,Andhra Pradesh,L09877,Extension 66 Residency,Government Aided,IB,Government,1978,3.2,Yes,26.5,2057,121,17.0,464954,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,12.97,29.223956,93.583788,https://school95.edu.in,2025-12-31
S00096,Green Valley Senior Secondary School,C0087,Karimnagar,Telangana,L01133,Sector 111 Residency,Government,ICSE,Government,2022,3.7,Yes,37.04,3432,104,33.0,373837,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,11.42,31.073616,68.411967,https://school96.edu.in,2025-12-31
S00097,Future International School,C0512,Puducherry City 512,Puducherry,L06674,Block 90 Gardens,Jawahar Navodaya Vidyalaya,Cambridge,Trust,1967,4.5,Yes,20.53,6399,237,27.0,196329,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,4.72,11.798686,87.921621,https://school97.edu.in,2025-12-31
S00098,St. Xavier's Public School,C0490,Telangana City 490,Telangana,L06367,Nagar 70 Greens,Jawahar Navodaya Vidyalaya,CBSE,Trust,1987,4.5,Yes,4.2,4347,161,27.0,95856,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,2.22,19.976632,73.815351,https://school98.edu.in,2025-12-31
S00099,St. Xavier's Academy,C0048,Thiruvananthapuram,Kerala,L00616,Sector 132 Township,Jawahar Navodaya Vidyalaya,CBSE,Government,1961,3.4,Yes,24.28,840,42,20.0,426271,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,5.52,23.513489,73.077395,https://school99.edu.in,2025-12-31
S00100,Modern School,C0996,West City 996,West Bengal,L12943,Phase 143 Residency,International,State Board,Private,2003,3.2,Yes,15.08,2640,88,30.0,144284,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,6.83,36.383471,74.099275,https://school100.edu.in,2025-12-31
S00101,Modern International School,C0067,Cuttack,Odisha,L00863,Phase 142 Gardens,Kendriya Vidyalaya,IB,Trust,1975,3.7,Yes,38.62,7980,228,35.0,182320,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,19.07,12.999347,87.159977,https://school101.edu.in,2025-12-31
S00102,Holy Child International School,C0749,Meghalaya City 749,Meghalaya,L09772,Garden 99 Vista,Private,Cambridge,Private,2013,2.8,No,10.44,2898,138,21.0,360329,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,15.43,9.954954,77.50844,https://school102.edu.in,2025-12-31
S00103,Sunrise World School,C0986,Kerala City 986,Kerala,L12795,Extension 78 City,Government,IB,Trust,2001,4.9,No,38.66,4888,188,26.0,240682,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,19.95,12.890466,68.230167,https://school103.edu.in,2025-12-31
S00104,Heritage Academy,C0183,Mizoram City 183,Mizoram,L02419,Nagar 17 Vista,Private,CBSE,Trust,1968,3.4,No,18.76,2574,143,18.0,123458,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,17.01,11.30789,73.350389,https://school104.edu.in,2025-12-31
S00105,Sunrise World School,C0356,Arunachal City 356,Arunachal Pradesh,L04629,Phase 55 City,Residential,IB,Government,2020,2.9,No,38.38,3330,185,18.0,136559,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,4.27,18.755443,95.561154,https://school105.edu.in,2025-12-31
S00106,Green Valley Senior Secondary School,C0564,Lakshadweep City 564,Lakshadweep,L07392,Garden 54 Vista,International,ISC,Private,1975,3.6,No,27.16,3604,212,17.0,271630,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,2.53,13.138203,91.817945,https://school106.edu.in,2025-12-31
S00107,Sunrise International School,C0108,Leh,Ladakh,L01399,Colony 115 Paradise,International,IB,Private,2003,4.0,No,17.5,1764,98,18.0,270155,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,2.9,12.258922,94.321353,https://school107.edu.in,2025-12-31
S00108,Future Senior Secondary School,C0116,Tripura City 116,Tripura,L01514,Layout 42 Heights,Government Aided,State Board,Trust,2012,3.5,No,20.06,6156,228,27.0,58343,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,5.5,22.758809,76.537835,https://school108.edu.in,2025-12-31
S00109,Future School,C0523,Rajasthan City 523,Rajasthan,L06812,Sector 15 County,Government Aided,IB,Government,2004,2.8,Yes,12.61,4134,159,26.0,31898,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,15.74,29.769603,94.689413,https://school109.edu.in,2025-12-31
S00110,Ryan International Senior Secondary School,C0581,Bihar City 581,Bihar,L07588,Block 46 Heights,Kendriya Vidyalaya,IB,Private,2018,2.9,No,12.28,4788,228,21.0,155164,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,9.89,15.431141,76.390292,https://school110.edu.in,2025-12-31
S00111,Springfield World School,C0837,Arunachal City 837,Arunachal Pradesh,L10938,Park 20 Paradise,Jawahar Navodaya Vidyalaya,State Board,Private,1959,4.1,Yes,16.71,5845,167,35.0,408112,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,19.37,24.916348,73.102495,https://school111.edu.in,2025-12-31
S00112,Cambridge International School,C0621,Nagaland City 621,Nagaland,L08117,Colony 145 City,Kendriya Vidyalaya,Cambridge,Private,1993,3.9,Yes,23.08,4851,231,21.0,269456,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,4.21,20.899185,90.211986,https://school112.edu.in,2025-12-31
S00113,Heritage Public School,C0525,Goa City 525,Goa,L06843,Park 107 Greens,Boarding,CBSE,Trust,1996,3.1,No,26.92,3724,196,19.0,355216,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,2.83,33.27318,85.820538,https://school113.edu.in,2025-12-31
S00114,Holy Child School,C0800,Andhra City 800,Andhra Pradesh,L10465,Enclave 144 City,Government,IGCSE,Private,1965,5.0,No,28.07,2387,77,31.0,265452,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,12.9,8.307542,86.866242,https://school114.edu.in,2025-12-31
S00115,Scholars Senior Secondary School,C0073,Patiala,Punjab,L00933,Nagar 135 Township,Government,IB,Trust,1971,3.6,Yes,25.5,3667,193,19.0,94363,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,5.11,17.588644,76.08464,https://school115.edu.in,2025-12-31
S00116,National Senior Secondary School,C0555,Jharkhand City 555,Jharkhand,L07271,Sector 13 Residency,Boarding,Cambridge,Trust,1953,4.6,No,9.01,3145,185,17.0,333204,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,19.74,15.460612,69.713255,https://school116.edu.in,2025-12-31
S00117,Lotus Senior Secondary School,C0384,Haryana City 384,Haryana,L04990,Sector 29 Township,Jawahar Navodaya Vidyalaya,ISC,Trust,1972,4.4,Yes,1.65,1919,101,19.0,50406,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,5.69,22.395755,93.508661,https://school117.edu.in,2025-12-31
S00118,Oxford Public School,C0323,Uttarakhand City 323,Uttarakhand,L04209,Park 64 Heights,International,IB,Private,2000,4.0,Yes,13.1,1683,99,17.0,244368,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,14.22,13.997332,74.927564,https://school118.edu.in,2025-12-31
S00119,Sunrise Academy,C0404,Uttar City 404,Uttar Pradesh,L05215,Colony 91 Residency,Kendriya Vidyalaya,IB,Trust,1983,2.9,Yes,30.24,2985,199,15.0,472944,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,1.3,36.156116,87.878876,https://school119.edu.in,2025-12-31
S00120,Sunrise International School,C0580,Himachal City 580,Himachal Pradesh,L07572,Sector 11 County,International,ISC,Government,2023,4.2,Yes,9.91,7887,239,33.0,281770,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,4.65,18.716703,94.516179,https://school120.edu.in,2025-12-31
S00121,Wisdom International School,C0141,Gujarat City 141,Gujarat,L01803,Garden 74 Vista,Private,IB,Private,1965,3.8,Yes,7.99,2324,83,28.0,436704,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,5.97,29.91594,74.687416,https://school121.edu.in,2025-12-31
S00122,National Academy,C0113,Daman,Dadra and Nagar Haveli and Daman and Diu,L01464,Extension 102 Residency,Kendriya Vidyalaya,IB,Private,1975,4.3,Yes,6.87,5280,220,24.0,229977,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,9.94,35.626117,82.263256,https://school122.edu.in,2025-12-31
S00123,Springfield School,C0666,Mizoram City 666,Mizoram,L08665,Extension 41 Enclave,Government,ICSE,Trust,2002,4.3,No,18.88,665,35,19.0,407114,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,18.54,34.736448,71.288092,https://school123.edu.in,2025-12-31
S00124,Wisdom Academy,C0377,Assam City 377,Assam,L04914,Park 44 City,Boarding,ICSE,Government,1975,2.8,Yes,7.06,3000,120,25.0,101179,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,1.99,13.518033,68.855449,https://school124.edu.in,2025-12-31
S00125,Ryan International Public School,C0723,West City 723,West Bengal,L09421,Block 39 Gardens,Kendriya Vidyalaya,ICSE,Government,1981,4.9,No,21.02,5424,226,24.0,370039,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,0.44,9.957042,83.682894,https://school125.edu.in,2025-12-31
S00126,Modern Public School,C0344,Uttar City 344,Uttar Pradesh,L04467,Colony 80 Residency,Jawahar Navodaya Vidyalaya,ISC,Trust,1960,4.0,No,36.78,5104,232,22.0,54314,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,18.5,19.812613,94.22172,https://school126.edu.in,2025-12-31
S00127,Cambridge School,C0745,Rajasthan City 745,Rajasthan,L09709,Enclave 125 Paradise,Jawahar Navodaya Vidyalaya,IGCSE,Private,1972,3.4,Yes,11.72,3510,130,27.0,248838,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,8.5,16.330215,72.838916,https://school127.edu.in,2025-12-31
S00128,National World School,C0916,Dadra City 916,Dadra and Nagar Haveli and Daman and Diu,L11931,Nagar 82 County,Government,State Board,Trust,1995,3.7,No,14.42,5704,184,31.0,311564,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,15.38,34.263413,77.809335,https://school128.edu.in,2025-12-31
S00129,Green Valley Public School,C0490,Telangana City 490,Telangana,L06361,Colony 90 Residency,Residential,ISC,Trust,1957,4.4,Yes,23.45,1580,79,20.0,433062,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,10.93,28.836589,94.734539,https://school129.edu.in,2025-12-31
S00130,Ryan International School,C0089,Agartala,Tripura,L01168,Block 16 Gardens,Government,ICSE,Trust,1978,2.5,No,1.03,1920,64,30.0,496241,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,7.6,22.015773,76.379269,https://school130.edu.in,2025-12-31
S00131,Green Valley International School,C0449,Gujarat City 449,Gujarat,L05823,Layout 147 Enclave,Boarding,ISC,Government,1970,4.3,No,31.88,5103,189,27.0,270433,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,17.04,16.035387,74.164486,https://school131.edu.in,2025-12-31
S00132,Ryan International Public School,C0689,Arunachal City 689,Arunachal Pradesh,L08976,Colony 126 City,Kendriya Vidyalaya,Cambridge,Trust,1978,4.1,Yes,37.53,7161,217,33.0,88737,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,5.14,30.941906,82.087159,https://school132.edu.in,2025-12-31
S00133,Springfield School,C0679,Jharkhand City 679,Jharkhand,L08856,Enclave 63 Township,Government,CBSE,Private,2006,4.3,Yes,35.5,962,37,26.0,273516,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,6.51,16.291584,75.897691,https://school133.edu.in,2025-12-31
S00134,Wisdom Public School,C0188,Puducherry City 188,Puducherry,L02477,Sector 92 Heights,Jawahar Navodaya Vidyalaya,ICSE,Trust,1959,3.9,Yes,14.18,782,46,17.0,336726,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,14.0,35.923233,90.586945,https://school134.edu.in,2025-12-31
S00135,Springfield World School,C0717,Nagaland City 717,Nagaland,L09344,Layout 35 Vista,Boarding,ISC,Government,1962,2.6,No,6.99,6528,204,32.0,204178,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,9.58,8.701113,89.896737,https://school135.edu.in,2025-12-31
S00136,Lotus Academy,C0537,Haryana City 537,Haryana,L07014,Colony 59 Residency,Government Aided,IGCSE,Private,1961,4.1,No,8.21,1176,49,24.0,479253,No,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,3.19,13.212223,71.266369,https://school136.edu.in,2025-12-31
S00137,Scholars World School,C0988,Odisha City 988,Odisha,L12832,Sector 129 County,Kendriya Vidyalaya,Cambridge,Trust,2002,4.9,Yes,22.59,3564,198,18.0,455819,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,3.62,33.444767,82.493756,https://school137.edu.in,2025-12-31
S00138,Bright Future Public School,C0082,Madurai,Tamil Nadu,L01070,Enclave 119 Gardens,Government,State Board,Government,2005,3.0,Yes,33.53,1302,62,21.0,150206,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,3.16,30.769563,91.651666,https://school138.edu.in,2025-12-31
S00139,Green Valley School,C0272,Tripura City 272,Tripura,L03539,Layout 115 Enclave,Private,Cambridge,Private,2018,4.7,No,11.3,5445,165,33.0,358297,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,1.18,25.556378,70.073182,https://school139.edu.in,2025-12-31
S00140,Global School,C0106,Srinagar,Jammu and Kashmir,L01375,Enclave 136 Residency,Kendriya Vidyalaya,Cambridge,Private,1989,3.2,No,34.47,3243,141,23.0,374059,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,18.29,33.53997,95.266959,https://school140.edu.in,2025-12-31
S00141,Oxford International School,C0472,Ladakh City 472,Ladakh,L06127,Enclave 32 Residency,Government,IB,Government,1958,3.3,No,6.29,3720,124,30.0,461323,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,7.49,35.259456,78.174145,https://school141.edu.in,2025-12-31
S00142,Lotus World School,C0513,Telangana City 513,Telangana,L06686,Garden 125 Township,Private,IGCSE,Government,1980,3.4,No,7.93,4278,138,31.0,471382,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,17.17,10.744206,89.086484,https://school142.edu.in,2025-12-31
S00143,Bright Future International School,C0493,West City 493,West Bengal,L06402,Phase 113 Township,Jawahar Navodaya Vidyalaya,IB,Government,1951,3.7,Yes,26.25,4070,185,22.0,330171,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,6.18,16.566207,76.365204,https://school143.edu.in,2025-12-31
S00144,Lotus Senior Secondary School,C0227,Odisha City 227,Odisha,L02970,Enclave 135 Township,Private,CBSE,Trust,1997,3.9,No,12.64,5202,153,34.0,71677,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,16.15,16.544491,91.727018,https://school144.edu.in,2025-12-31
S00145,Lotus World School,C0826,Dadra City 826,Dadra and Nagar Haveli and Daman and Diu,L10797,Park 27 Gardens,Kendriya Vidyalaya,IGCSE,Government,1953,4.1,No,11.12,7650,225,34.0,234448,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,2.13,11.744451,73.346712,https://school145.edu.in,2025-12-31
S00146,Future Public School,C0654,Chhattisgarh City 654,Chhattisgarh,L08504,Garden 79 Vista,Kendriya Vidyalaya,IGCSE,Government,1978,3.4,No,17.4,1196,52,23.0,479961,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,17.38,17.239182,77.512729,https://school146.edu.in,2025-12-31
S00147,Heritage Academy,C0800,Andhra City 800,Andhra Pradesh,L10460,Block 67 Vista,Government,Cambridge,Government,1967,5.0,No,16.96,3627,117,31.0,313531,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,5.62,8.731575,94.535564,https://school147.edu.in,2025-12-31
S00148,Sunrise Academy,C0293,Delhi City 293,Delhi,L03833,Phase 42 Enclave,Private,ICSE,Trust,2005,4.1,No,17.73,4280,214,20.0,265295,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,13.93,11.575544,79.684966,https://school148.edu.in,2025-12-31
S00149,Modern School,C0078,Kota,Rajasthan,L01008,Layout 11 Township,Jawahar Navodaya Vidyalaya,IB,Trust,1989,2.9,Yes,12.63,2592,108,24.0,167477,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,4.64,36.00292,83.303599,https://school149.edu.in,2025-12-31
S00150,Delhi Public Senior Secondary School,C0370,Jammu City 370,Jammu and Kashmir,L04816,Extension 60 Vista,International,CBSE,Private,1954,3.4,No,31.08,1113,53,21.0,341702,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,14.1,29.900431,70.661216,https://school150.edu.in,2025-12-31
S00151,Delhi Public International School,C0712,Lakshadweep City 712,Lakshadweep,L09271,Layout 118 Greens,Jawahar Navodaya Vidyalaya,IGCSE,Government,2016,3.2,Yes,17.33,2520,72,35.0,486136,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,6.05,12.794949,73.525119,https://school151.edu.in,2025-12-31
S00152,Cambridge Public School,C0294,Chhattisgarh City 294,Chhattisgarh,L03840,Extension 5 Township,Government Aided,ISC,Government,1950,2.5,Yes,36.37,960,30,32.0,452902,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,2.18,34.34563,71.801319,https://school152.edu.in,2025-12-31
S00153,Heritage International School,C0455,Ladakh City 455,Ladakh,L05907,Phase 123 Greens,Kendriya Vidyalaya,State Board,Trust,1964,2.7,Yes,1.38,1024,64,16.0,87558,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,19.25,27.1369,85.120149,https://school153.edu.in,2025-12-31
S00154,Cambridge Academy,C0331,Sikkim City 331,Sikkim,L04300,Colony 108 City,International,CBSE,Government,1957,5.0,Yes,5.04,2403,89,27.0,492745,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,1.11,15.647293,83.982164,https://school154.edu.in,2025-12-31
S00155,Wisdom School,C0774,Arunachal City 774,Arunachal Pradesh,L10122,Colony 2 City,Residential,IGCSE,Private,2016,3.8,Yes,17.88,3010,86,35.0,395974,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,15.08,9.870567,85.154286,https://school155.edu.in,2025-12-31
S00156,Wisdom International School,C0447,Madhya City 447,Madhya Pradesh,L05792,Block 90 Vista,Government,IB,Government,2020,4.1,No,32.87,2244,102,22.0,56329,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,8.36,9.222852,95.705437,https://school156.edu.in,2025-12-31
S00157,Delhi Public School,C0065,Dimapur,Nagaland,L00827,Nagar 49 Heights,Boarding,IB,Trust,1976,4.1,No,38.06,5184,162,32.0,205496,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,7.23,18.304903,78.842753,https://school157.edu.in,2025-12-31
S00158,Future Senior Secondary School,C0178,Kerala City 178,Kerala,L02330,Sector 150 Heights,Kendriya Vidyalaya,IGCSE,Government,1955,4.7,No,6.48,4368,182,24.0,390839,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,15.19,16.928501,75.132841,https://school158.edu.in,2025-12-31
S00159,Green Valley Academy,C0612,Rajasthan City 612,Rajasthan,L07995,Nagar 143 Enclave,Government Aided,IGCSE,Trust,2014,2.8,No,1.17,1085,31,35.0,400988,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,5.62,11.851353,92.923509,https://school159.edu.in,2025-12-31
S00160,Holy Child Public School,C0220,Haryana City 220,Haryana,L02875,Extension 77 Residency,International,State Board,Trust,2015,3.2,No,28.76,2568,107,24.0,305236,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,13.55,31.426653,73.874711,https://school160.edu.in,2025-12-31
S00161,Heritage Academy,C0377,Assam City 377,Assam,L04907,Enclave 89 Paradise,Government,IB,Government,1953,3.5,Yes,27.14,7936,248,32.0,119806,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,12.4,11.993087,95.913395,https://school161.edu.in,2025-12-31
S00162,National World School,C0549,Uttarakhand City 549,Uttarakhand,L07176,Sector 44 Greens,Jawahar Navodaya Vidyalaya,ICSE,Trust,1986,4.2,Yes,37.13,6144,192,32.0,218190,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,9.09,34.417661,83.018372,https://school162.edu.in,2025-12-31
S00163,Sunrise Public School,C0619,Gujarat City 619,Gujarat,L08094,Nagar 75 County,Private,State Board,Government,2004,3.2,No,6.07,3298,194,17.0,321176,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,1.64,14.378272,78.845725,https://school163.edu.in,2025-12-31
S00164,Oxford Public School,C0127,Sikkim City 127,Sikkim,L01656,Extension 149 Paradise,International,IB,Government,2014,2.9,No,4.59,5025,201,25.0,130971,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,18.11,8.771976,70.121165,https://school164.edu.in,2025-12-31
S00165,National School,C0477,Mizoram City 477,Mizoram,L06197,Sector 82 Heights,Kendriya Vidyalaya,State Board,Government,1999,3.1,No,1.96,6018,177,34.0,285987,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,4.37,16.699008,68.701304,https://school165.edu.in,2025-12-31
S00166,St. Xavier's School,C0657,Andaman City 657,Andaman and Nicobar Islands,L08542,Garden 64 Vista,Residential,IB,Trust,2005,4.1,Yes,30.13,3801,181,21.0,95611,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,8.27,13.645526,78.621554,https://school166.edu.in,2025-12-31
S00167,Lotus Academy,C0328,Telangana City 328,Telangana,L04260,Enclave 118 Heights,Kendriya Vidyalaya,CBSE,Private,1965,3.8,Yes,30.48,4725,135,35.0,322027,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,9.58,28.745371,91.712451,https://school167.edu.in,2025-12-31
S00168,Modern World School,C0236,Mizoram City 236,Mizoram,L03085,Extension 35 Heights,Jawahar Navodaya Vidyalaya,Cambridge,Trust,1987,4.9,Yes,12.62,3432,156,22.0,480031,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,8.37,26.632108,91.947271,https://school168.edu.in,2025-12-31
S00169,Modern Public School,C0892,Jammu City 892,Jammu and Kashmir,L11623,Layout 134 Gardens,International,ICSE,Trust,1982,3.0,Yes,27.17,5735,185,31.0,312424,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,13.49,15.74136,95.983507,https://school169.edu.in,2025-12-31
S00170,Heritage Senior Secondary School,C0221,Arunachal City 221,Arunachal Pradesh,L02888,Nagar 147 County,Private,ICSE,Private,2012,3.6,No,28.04,1440,80,18.0,94898,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,13.66,24.800189,83.872277,https://school170.edu.in,2025-12-31
S00171,Holy Child Academy,C0183,Mizoram City 183,Mizoram,L02427,Colony 129 City,Kendriya Vidyalaya,Cambridge,Private,2012,3.9,Yes,26.18,3120,104,30.0,57977,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,10.96,16.266259,69.09622,https://school171.edu.in,2025-12-31
S00172,Modern International School,C0075,Jodhpur,Rajasthan,L00956,Phase 26 Township,Jawahar Navodaya Vidyalaya,ICSE,Trust,1987,2.8,Yes,16.47,4740,158,30.0,278280,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,15.28,33.296319,74.022122,https://school172.edu.in,2025-12-31
