Metro_ID,Station_Name,Metro_Line,State_Name,City_Name,Locality_Name,Latitude,Longitude,Platform_Count,Interchange,Parking,Lift,Escalator,Disabled_Access,Daily_Footfall,Opening_Year,Operator,Nearby_Bus_Stop,Nearby_Railway_Station_km,Nearby_Airport_km,Nearby_Mall_km,Nearby_Hospital_km,Nearby_School_km,Nearby_IT_Park_km,Property_Price_Impact,Smart_City_Area,Zone
MET000495,Lake 36,Red Line,Tamil Nadu,Chennai,Sector 21,13.047365,85.354246,3,No,No,Yes,Yes,Yes,7009,2004,CMRL,Yes,9.74,25.18,6.41,2.37,1.61,19.93,High,Yes,Central
MET000496,City 5,Green Line,Karnataka,Bengaluru,Sector 68,25.022908,76.371284,6,No,Yes,Yes,Yes,Yes,7948,2016,BMRCL,Yes,1.96,27.03,5.55,1.16,0.51,4.92,High,No,East
MET000497,City 76,Green Line,Delhi,New Delhi,Sector 69,8.838291,84.207707,6,No,No,Yes,Yes,Yes,187548,2018,DMRC,Yes,8.58,12.53,1.22,3.94,1.07,8.15,Low,Yes,East
MET000498,City 31,Red Line,Delhi,New Delhi,Sector 12,16.217255,78.5593,5,Yes,No,Yes,Yes,Yes,131628,2017,DMRC,Yes,2.68,36.66,7.54,2.86,3.39,6.34,Medium,No,East
MET000499,City 82,Green Line,Delhi,New Delhi,Sector 43,25.736478,77.000101,4,No,Yes,Yes,Yes,No,45629,2022,DMRC,Yes,3.19,36.68,2.66,3.07,4.67,15.54,Medium,Yes,South
MET000500,Park 38,Red Line,Maharashtra,Mumbai,Sector 54,9.502056,78.367151,4,No,No,Yes,Yes,No,175531,2015,MMRC,Yes,8.46,10.8,6.0,0.16,4.55,0.57,Low,No,West
MET000501,City 15,Purple Line,Telangana,Hyderabad,Sector 22,23.770556,76.705596,6,Yes,Yes,Yes,Yes,No,133465,2017,HMRL,Yes,7.8,7.25,2.83,3.22,0.28,0.75,Low,Yes,Central
MET000502,Central 89,Purple Line,Karnataka,Bengaluru,Sector 74,29.139585,84.652424,5,No,Yes,Yes,Yes,No,164412,2002,BMRCL,Yes,3.05,6.67,3.86,3.71,0.76,14.24,Low,No,North
MET000503,Lake 28,Red Line,Telangana,Hyderabad,Sector 9,15.554438,72.96801,6,No,Yes,Yes,Yes,Yes,126629,2025,HMRL,Yes,1.93,10.6,1.78,4.53,1.34,14.59,Low,Yes,East
MET000504,Central 92,Blue Line,Tamil Nadu,Chennai,Sector 15,25.56552,79.539107,4,Yes,No,Yes,Yes,No,186559,2008,CMRL,Yes,8.29,7.92,0.21,3.68,3.9,5.39,Medium,No,South
MET000505,Market 50,Green Line,Delhi,New Delhi,Sector 7,25.95443,72.61589,3,No,No,Yes,Yes,Yes,36516,2017,DMRC,Yes,3.57,30.17,0.79,0.66,0.29,1.65,High,No,West
MET000506,Central 28,Purple Line,Delhi,New Delhi,Sector 66,11.372031,72.140029,5,Yes,No,Yes,Yes,Yes,16993,2024,DMRC,Yes,3.55,7.88,2.72,0.86,4.0,7.5,High,Yes,Central
MET000507,Park 25,Yellow Line,Tamil Nadu,Chennai,Sector 73,23.150641,76.891108,6,No,No,Yes,Yes,Yes,227830,2023,CMRL,Yes,1.5,22.53,1.67,2.56,4.94,14.71,Medium,Yes,West
MET000508,Central 84,Blue Line,Maharashtra,Mumbai,Sector 56,10.844625,83.383098,5,Yes,Yes,Yes,Yes,No,24548,2016,MMRC,Yes,9.88,21.49,3.78,1.39,2.18,6.69,Medium,No,West
MET000509,Lake 17,Purple Line,Maharashtra,Mumbai,Sector 2,10.613076,74.004704,3,No,Yes,Yes,Yes,No,212179,2008,MMRC,Yes,0.2,36.26,7.85,1.89,3.4,18.96,High,No,East
MET000510,Sector 73,Yellow Line,Telangana,Hyderabad,Sector 39,23.085603,84.443968,3,No,No,Yes,Yes,Yes,249864,2016,HMRL,Yes,3.95,30.72,3.18,1.62,4.04,4.42,High,Yes,East
MET000511,Park 19,Red Line,Karnataka,Bengaluru,Sector 70,14.467879,76.95254,4,Yes,No,Yes,Yes,No,25462,2023,BMRCL,Yes,3.2,14.02,6.13,2.48,4.64,5.2,High,Yes,East
MET000512,Sector 24,Purple Line,Delhi,New Delhi,Sector 78,19.257942,75.398323,3,No,No,Yes,Yes,Yes,211940,2016,DMRC,Yes,8.94,36.09,0.53,1.5,0.57,11.2,Medium,No,South
MET000513,Lake 58,Blue Line,Tamil Nadu,Chennai,Sector 64,23.459603,80.030852,5,No,No,Yes,Yes,No,21116,2016,CMRL,Yes,3.23,21.05,3.02,2.23,2.79,5.51,Low,No,East
MET000514,Lake 74,Yellow Line,Maharashtra,Mumbai,Sector 17,25.290242,76.566571,6,No,Yes,Yes,Yes,Yes,101799,2015,MMRC,Yes,2.2,5.02,1.84,3.38,3.5,8.42,High,Yes,South
MET000515,Market 62,Red Line,Karnataka,Bengaluru,Sector 25,27.3279,86.081247,3,Yes,No,Yes,Yes,No,149466,2011,BMRCL,Yes,5.25,29.77,7.32,2.75,2.05,7.14,High,No,Central
MET000516,Lake 15,Pink Line,Telangana,Hyderabad,Sector 79,8.540854,73.622524,3,Yes,No,Yes,Yes,No,71155,2007,HMRL,Yes,2.53,31.64,7.35,3.88,4.15,18.97,Low,Yes,South
MET000517,Central 12,Purple Line,Delhi,New Delhi,Sector 77,11.076314,87.554449,5,Yes,No,Yes,Yes,Yes,112808,2017,DMRC,Yes,7.76,5.01,0.49,3.16,3.77,11.51,Medium,No,Central
MET000518,Market 66,Pink Line,Maharashtra,Mumbai,Sector 58,18.198107,84.247046,4,No,Yes,Yes,Yes,Yes,135558,2024,MMRC,Yes,9.26,24.84,3.13,4.89,1.71,17.88,Low,No,Central
MET000519,Park 16,Yellow Line,Delhi,New Delhi,Sector 62,13.849707,85.916446,6,Yes,Yes,Yes,Yes,Yes,161253,2014,DMRC,Yes,8.69,16.23,2.49,1.9,4.12,16.84,Medium,Yes,South
MET000520,City 74,Yellow Line,Telangana,Hyderabad,Sector 73,19.799953,83.808035,4,No,No,Yes,Yes,Yes,104411,2018,HMRL,Yes,2.82,12.24,2.18,1.04,1.15,16.06,Low,Yes,East
MET000521,Central 4,Green Line,Karnataka,Bengaluru,Sector 24,28.91373,79.61606,3,No,Yes,Yes,Yes,Yes,60102,2012,BMRCL,Yes,8.48,37.52,2.38,1.33,3.13,1.79,High,No,East
MET000522,Park 28,Blue Line,Karnataka,Bengaluru,Sector 79,19.620077,79.299503,5,Yes,Yes,Yes,Yes,No,27901,2014,BMRCL,Yes,5.39,8.93,6.01,2.52,3.62,19.4,Medium,No,South
MET000523,Market 59,Orange Line,Tamil Nadu,Chennai,Sector 68,23.68331,80.802046,5,No,No,Yes,Yes,Yes,61689,2017,CMRL,Yes,7.93,24.37,2.46,1.04,2.85,5.24,Low,Yes,West
MET000524,Lake 79,Orange Line,Maharashtra,Mumbai,Sector 3,8.813739,87.676668,6,No,No,Yes,Yes,Yes,129359,2018,MMRC,Yes,9.28,22.3,1.71,4.07,3.66,19.02,Medium,Yes,Central
MET000525,City 8,Orange Line,Maharashtra,Mumbai,Sector 4,29.502644,79.854452,5,No,Yes,Yes,Yes,No,229009,2005,MMRC,Yes,9.54,39.27,6.38,0.75,3.47,8.27,High,No,West
MET000526,Sector 48,Orange Line,Delhi,New Delhi,Sector 33,18.352255,77.70139,4,No,Yes,Yes,Yes,No,142925,2006,DMRC,Yes,5.31,21.53,1.33,3.02,2.46,10.61,High,No,West
MET000527,Central 39,Red Line,Tamil Nadu,Chennai,Sector 1,23.297078,83.569584,5,No,No,Yes,Yes,Yes,113406,2004,CMRL,Yes,1.46,33.7,6.44,3.25,1.34,3.1,High,Yes,South
MET000528,Lake 55,Red Line,Delhi,New Delhi,Sector 60,20.678073,72.475398,5,Yes,Yes,Yes,Yes,No,116452,2018,DMRC,Yes,4.02,21.05,4.15,3.18,4.74,16.37,Low,No,East
MET000529,City 82,Green Line,Maharashtra,Mumbai,Sector 48,13.51389,75.629955,3,No,No,Yes,Yes,No,144223,2016,MMRC,Yes,7.02,34.38,6.93,2.77,2.37,10.77,Medium,No,South
MET000530,Park 93,Red Line,Karnataka,Bengaluru,Sector 34,28.547932,84.161506,3,Yes,Yes,Yes,Yes,No,98938,2017,BMRCL,Yes,7.14,17.61,1.56,3.82,3.11,15.37,Medium,Yes,West
MET000531,City 22,Yellow Line,Telangana,Hyderabad,Sector 58,27.813398,87.349584,5,No,Yes,Yes,Yes,Yes,231672,2008,HMRL,Yes,7.95,26.83,3.29,0.54,4.58,0.55,High,No,North
MET000532,Park 39,Purple Line,Karnataka,Bengaluru,Sector 37,17.766185,81.815012,2,No,Yes,Yes,Yes,No,189257,2023,BMRCL,Yes,6.17,38.72,0.11,3.43,3.15,11.46,Medium,No,Central
MET000533,Sector 26,Purple Line,Delhi,New Delhi,Sector 45,15.936584,75.50173,5,No,Yes,Yes,Yes,Yes,111365,2008,DMRC,Yes,8.83,28.1,0.49,4.7,0.11,13.7,Medium,Yes,East
MET000534,Park 20,Blue Line,Tamil Nadu,Chennai,Sector 77,21.487459,84.459645,3,No,Yes,Yes,Yes,Yes,230860,2024,CMRL,Yes,6.79,14.02,4.59,2.23,4.34,7.36,Medium,No,South
MET000535,Central 42,Red Line,Karnataka,Bengaluru,Sector 42,29.162444,73.282407,6,Yes,Yes,Yes,Yes,Yes,150478,2010,BMRCL,Yes,5.66,23.67,3.29,3.25,0.59,13.73,Low,Yes,Central
MET000536,City 29,Green Line,Delhi,New Delhi,Sector 59,21.416918,82.26304,3,No,Yes,Yes,Yes,Yes,214313,2003,DMRC,Yes,9.81,37.58,1.56,3.47,0.59,7.21,Medium,No,South
MET000537,City 23,Purple Line,Telangana,Hyderabad,Sector 42,27.303974,78.286343,5,No,Yes,Yes,Yes,No,35310,2008,HMRL,Yes,7.43,15.21,1.47,0.43,4.53,16.12,Medium,No,Central
MET000538,City 43,Green Line,Maharashtra,Mumbai,Sector 42,28.393892,73.280325,3,No,Yes,Yes,Yes,Yes,16742,2017,MMRC,Yes,5.81,37.77,5.91,4.93,4.87,5.56,Low,No,West
MET000539,City 87,Red Line,Karnataka,Bengaluru,Sector 63,25.301742,73.700402,3,No,No,Yes,Yes,No,5027,2020,BMRCL,Yes,9.5,20.83,2.22,1.51,0.3,9.54,Medium,No,West
MET000540,City 71,Blue Line,Tamil Nadu,Chennai,Sector 67,28.447042,74.022283,4,No,Yes,Yes,Yes,Yes,249747,2007,CMRL,Yes,3.71,16.43,0.66,3.92,4.45,1.96,High,Yes,East
MET000541,Sector 43,Red Line,Tamil Nadu,Chennai,Sector 16,27.449829,85.580487,3,No,Yes,Yes,Yes,No,222748,2014,CMRL,Yes,6.68,18.74,3.58,1.05,3.35,8.33,High,Yes,West
MET000542,Park 82,Green Line,Karnataka,Bengaluru,Sector 51,21.886388,83.445501,3,Yes,Yes,Yes,Yes,Yes,151447,2022,BMRCL,Yes,7.1,32.85,0.79,3.53,1.92,11.19,Low,No,East
MET000543,Sector 55,Red Line,Maharashtra,Mumbai,Sector 74,25.526456,73.067385,3,Yes,No,Yes,Yes,No,143962,2010,MMRC,Yes,2.54,29.21,4.42,1.8,1.42,7.61,Low,No,East
MET000544,Market 59,Orange Line,Karnataka,Bengaluru,Sector 34,25.689837,83.42191,5,Yes,Yes,Yes,Yes,Yes,90397,2020,BMRCL,Yes,0.3,5.31,5.48,3.04,3.5,12.49,Medium,No,East
MET000545,City 89,Orange Line,Telangana,Hyderabad,Sector 44,27.886402,82.228798,2,Yes,No,Yes,Yes,No,41009,2017,HMRL,Yes,8.65,15.38,0.21,2.89,3.11,19.83,Medium,Yes,West
MET000546,Park 43,Blue Line,Maharashtra,Mumbai,Sector 10,26.405543,86.6378,5,No,No,Yes,Yes,Yes,130233,2002,MMRC,Yes,6.88,16.62,0.73,0.73,1.58,19.72,Medium,Yes,West
MET000547,City 83,Red Line,Delhi,New Delhi,Sector 42,25.829118,84.161833,6,No,Yes,Yes,Yes,Yes,192621,2024,DMRC,Yes,6.87,18.3,4.62,2.87,3.04,11.78,Medium,No,South
MET000548,Central 19,Orange Line,Tamil Nadu,Chennai,Sector 51,29.503178,83.329748,4,Yes,No,Yes,Yes,Yes,108422,2023,CMRL,Yes,3.57,39.16,1.32,4.0,1.84,6.41,Medium,No,South
MET000549,Park 13,Green Line,Telangana,Hyderabad,Sector 57,17.607895,86.059856,5,No,No,Yes,Yes,Yes,12067,2017,HMRL,Yes,0.26,30.08,7.1,1.2,4.36,15.49,Low,Yes,East
MET000550,Park 33,Red Line,Karnataka,Bengaluru,Sector 41,11.936859,77.24171,6,Yes,No,Yes,Yes,Yes,240454,2012,BMRCL,Yes,3.65,27.2,6.09,4.0,1.98,13.43,Low,Yes,South
MET000551,Central 41,Pink Line,Karnataka,Bengaluru,Sector 79,17.822178,72.818168,2,Yes,No,Yes,Yes,Yes,190828,2008,BMRCL,Yes,5.45,13.16,4.05,3.2,4.52,13.94,High,No,East
MET000552,Central 12,Orange Line,Delhi,New Delhi,Sector 67,23.794387,82.023034,6,Yes,No,Yes,Yes,Yes,232748,2004,DMRC,Yes,4.91,34.0,3.46,2.41,2.02,19.82,Low,Yes,South
MET000553,Sector 77,Green Line,Tamil Nadu,Chennai,Sector 77,26.015445,85.635818,6,Yes,No,Yes,Yes,Yes,139495,2022,CMRL,Yes,4.6,16.87,0.2,1.88,1.2,6.14,High,Yes,South
MET000554,Lake 64,Green Line,Karnataka,Bengaluru,Sector 67,14.639612,86.647181,5,No,No,Yes,Yes,No,117964,2016,BMRCL,Yes,7.11,13.61,5.13,2.17,3.68,14.36,Medium,Yes,East
MET000555,Market 81,Purple Line,Maharashtra,Mumbai,Sector 77,23.013386,83.063048,4,Yes,No,Yes,Yes,No,151182,2007,MMRC,Yes,1.91,15.42,3.0,0.35,4.22,12.75,Medium,No,North
MET000556,Sector 5,Blue Line,Tamil Nadu,Chennai,Sector 80,24.16286,81.740949,6,Yes,No,Yes,Yes,No,136949,2005,CMRL,Yes,5.17,38.62,7.1,3.54,3.69,5.58,High,Yes,North
MET000557,Sector 62,Red Line,Karnataka,Bengaluru,Sector 76,16.389016,83.139487,6,No,No,Yes,Yes,Yes,215151,2007,BMRCL,Yes,4.3,34.88,6.77,3.05,0.45,18.67,Low,No,Central
MET000558,Market 71,Red Line,Tamil Nadu,Chennai,Sector 69,16.325325,83.236241,5,No,No,Yes,Yes,No,214956,2017,CMRL,Yes,6.45,29.02,2.16,1.09,2.94,2.43,Low,No,Central
MET000559,Lake 12,Green Line,Karnataka,Bengaluru,Sector 52,10.005492,77.829192,6,Yes,No,Yes,Yes,No,176958,2006,BMRCL,Yes,5.21,19.76,7.68,0.18,4.84,9.81,Low,Yes,West
MET000560,Lake 63,Green Line,Delhi,New Delhi,Sector 22,18.36471,78.04486,6,No,No,Yes,Yes,No,101633,2011,DMRC,Yes,4.01,9.43,4.53,1.51,0.92,1.34,High,Yes,South
MET000561,City 88,Purple Line,Karnataka,Bengaluru,Sector 49,24.666871,82.099106,5,Yes,Yes,Yes,Yes,No,90200,2006,BMRCL,Yes,1.24,28.79,3.44,2.32,1.8,16.37,Medium,Yes,North
MET000562,Market 41,Green Line,Tamil Nadu,Chennai,Sector 24,21.39673,78.666845,6,No,No,Yes,Yes,No,172605,2015,CMRL,Yes,2.35,24.79,1.33,4.95,0.34,2.62,Low,No,East
MET000563,City 73,Purple Line,Karnataka,Bengaluru,Sector 64,22.118891,72.198736,5,Yes,No,Yes,Yes,Yes,201668,2011,BMRCL,Yes,7.44,31.68,2.82,2.18,3.98,14.94,Medium,No,North
MET000564,Market 57,Purple Line,Tamil Nadu,Chennai,Sector 40,13.311429,84.768628,4,No,Yes,Yes,Yes,No,187080,2004,CMRL,Yes,5.82,30.35,1.77,4.9,3.13,15.75,High,No,East
MET000565,Park 62,Yellow Line,Tamil Nadu,Chennai,Sector 30,21.655692,77.86567,3,Yes,No,Yes,Yes,No,226694,2011,CMRL,Yes,7.32,22.19,3.37,4.39,1.59,19.05,Low,Yes,West
MET000566,Lake 66,Green Line,Tamil Nadu,Chennai,Sector 11,22.868699,77.829622,6,Yes,No,Yes,Yes,Yes,22215,2011,CMRL,Yes,0.85,22.3,7.54,1.81,2.66,9.61,Medium,Yes,East
MET000567,Lake 69,Orange Line,Maharashtra,Mumbai,Sector 77,25.476665,76.803245,3,Yes,Yes,Yes,Yes,Yes,237442,2017,MMRC,Yes,3.82,16.1,2.89,1.38,4.62,5.78,Low,No,North
MET000568,City 49,Pink Line,Tamil Nadu,Chennai,Sector 36,16.350841,81.41099,2,Yes,No,Yes,Yes,No,151626,2014,CMRL,Yes,7.92,17.34,2.96,0.59,3.21,5.07,Low,Yes,East
MET000569,Sector 21,Yellow Line,Maharashtra,Mumbai,Sector 21,16.860644,87.327545,2,Yes,Yes,Yes,Yes,No,106442,2014,MMRC,Yes,6.11,8.47,4.43,1.03,3.29,9.64,Low,Yes,South
MET000570,Sector 75,Purple Line,Karnataka,Bengaluru,Sector 74,21.104903,87.434305,4,No,Yes,Yes,Yes,Yes,54121,2017,BMRCL,Yes,6.54,37.38,4.24,1.07,0.59,9.29,High,No,North
MET000571,Sector 8,Pink Line,Tamil Nadu,Chennai,Sector 61,27.620897,72.949599,2,Yes,Yes,Yes,Yes,No,53573,2017,CMRL,Yes,5.25,31.27,6.55,4.97,3.39,12.88,High,Yes,East
MET000572,City 25,Yellow Line,Telangana,Hyderabad,Sector 27,10.956914,76.192286,5,Yes,No,Yes,Yes,No,91201,2014,HMRL,Yes,5.61,5.23,3.16,2.86,4.89,16.83,High,No,South
MET000573,Lake 92,Pink Line,Maharashtra,Mumbai,Sector 67,18.950852,85.037099,6,No,No,Yes,Yes,Yes,224600,2012,MMRC,Yes,0.67,26.55,5.66,2.77,1.78,17.35,High,Yes,South
MET000574,City 42,Pink Line,Maharashtra,Mumbai,Sector 7,22.1676,84.099744,4,Yes,Yes,Yes,Yes,Yes,204262,2021,MMRC,Yes,7.33,30.22,2.02,0.96,3.63,14.62,Low,No,West
MET000575,City 37,Red Line,Telangana,Hyderabad,Sector 15,24.096864,78.423433,5,No,No,Yes,Yes,No,54901,2023,HMRL,Yes,7.79,30.88,7.22,0.67,3.89,12.67,Low,No,South
MET000576,Sector 87,Orange Line,Karnataka,Bengaluru,Sector 57,18.929144,78.945182,4,Yes,No,Yes,Yes,Yes,78083,2024,BMRCL,Yes,3.62,12.6,3.66,2.34,4.52,13.45,Low,Yes,North
MET000577,Lake 31,Purple Line,Maharashtra,Mumbai,Sector 50,14.41262,84.081895,3,Yes,Yes,Yes,Yes,No,74934,2009,MMRC,Yes,8.54,20.81,2.56,4.95,3.74,14.89,Medium,Yes,East
MET000578,Sector 44,Yellow Line,Telangana,Hyderabad,Sector 5,29.945778,84.49443,5,Yes,No,Yes,Yes,No,210048,2023,HMRL,Yes,2.09,31.32,4.01,1.51,1.84,7.4,Low,No,East
MET000579,Market 65,Red Line,Telangana,Hyderabad,Sector 18,25.269843,72.006565,5,No,Yes,Yes,Yes,Yes,96242,2014,HMRL,Yes,3.42,33.61,0.21,1.35,3.91,0.54,High,Yes,Central
MET000580,Market 37,Pink Line,Karnataka,Bengaluru,Sector 26,28.884311,78.620054,5,No,No,Yes,Yes,No,200036,2020,BMRCL,Yes,8.87,31.84,7.56,3.13,3.31,13.58,High,No,North
MET000581,City 48,Purple Line,Karnataka,Bengaluru,Sector 58,20.457749,86.445986,5,Yes,No,Yes,Yes,Yes,171066,2010,BMRCL,Yes,8.56,33.95,6.09,0.74,3.38,8.18,Medium,Yes,West
MET000582,Central 69,Green Line,Maharashtra,Mumbai,Sector 31,23.56919,72.501485,3,Yes,No,Yes,Yes,No,145905,2018,MMRC,Yes,5.63,24.35,5.71,0.26,4.8,1.75,Low,Yes,Central
MET000583,City 90,Blue Line,Karnataka,Bengaluru,Sector 80,28.462551,87.119707,4,Yes,Yes,Yes,Yes,No,52559,2004,BMRCL,Yes,9.83,39.51,2.99,0.25,0.31,2.82,Low,No,North
MET000584,City 65,Blue Line,Karnataka,Bengaluru,Sector 45,11.427666,82.820068,4,No,No,Yes,Yes,No,129437,2009,BMRCL,Yes,8.5,32.36,4.72,4.95,2.76,3.46,High,Yes,East
MET000585,Lake 61,Yellow Line,Maharashtra,Mumbai,Sector 46,23.011396,84.642385,6,No,No,Yes,Yes,Yes,12376,2013,MMRC,Yes,7.84,10.05,5.28,0.49,0.67,6.9,Medium,No,South
MET000586,Central 40,Blue Line,Maharashtra,Mumbai,Sector 41,28.158744,86.966552,4,Yes,No,Yes,Yes,No,37215,2006,MMRC,Yes,0.66,13.8,7.99,2.94,1.48,9.9,Medium,No,West
MET000587,Central 18,Pink Line,Tamil Nadu,Chennai,Sector 68,15.047615,75.839256,2,Yes,No,Yes,Yes,Yes,96799,2006,CMRL,Yes,2.16,33.3,7.46,3.72,1.09,12.7,Low,No,Central
MET000588,Lake 47,Pink Line,Karnataka,Bengaluru,Sector 57,20.132815,86.432954,6,Yes,No,Yes,Yes,No,108563,2015,BMRCL,Yes,3.55,21.55,1.3,0.48,4.97,14.32,Low,No,North
MET000589,Park 51,Yellow Line,Tamil Nadu,Chennai,Sector 22,26.739,83.371072,2,Yes,No,Yes,Yes,No,214949,2005,CMRL,Yes,4.75,7.8,7.44,3.1,0.26,17.7,High,Yes,East
MET000590,City 45,Yellow Line,Tamil Nadu,Chennai,Sector 59,10.373519,76.40287,4,Yes,No,Yes,Yes,No,208641,2013,CMRL,Yes,7.32,24.25,3.86,3.46,1.9,16.11,Low,Yes,South
MET000591,Sector 22,Orange Line,Telangana,Hyderabad,Sector 80,18.00214,73.276064,5,No,Yes,Yes,Yes,Yes,101611,2020,HMRL,Yes,3.0,16.41,5.9,2.12,1.55,7.32,Low,No,West
MET000592,Sector 14,Red Line,Tamil Nadu,Chennai,Sector 32,29.732724,77.874147,3,Yes,No,Yes,Yes,Yes,135529,2012,CMRL,Yes,0.5,9.2,5.03,0.59,3.46,4.75,Medium,No,West
MET000593,City 61,Yellow Line,Karnataka,Bengaluru,Sector 39,9.953736,74.98998,5,No,Yes,Yes,Yes,Yes,48475,2013,BMRCL,Yes,1.71,11.03,5.92,4.34,1.01,10.89,Medium,No,North
MET000594,Lake 4,Orange Line,Karnataka,Bengaluru,Sector 6,18.887405,79.26318,5,Yes,Yes,Yes,Yes,No,24994,2025,BMRCL,Yes,3.94,22.08,5.04,1.08,4.03,4.41,Medium,Yes,West
MET000595,Market 27,Green Line,Tamil Nadu,Chennai,Sector 14,11.642323,74.028156,3,Yes,No,Yes,Yes,Yes,186116,2025,CMRL,Yes,8.85,12.76,3.25,0.73,1.02,8.05,Medium,No,North
MET000596,Lake 63,Blue Line,Maharashtra,Mumbai,Sector 80,15.026699,72.739401,5,No,No,Yes,Yes,No,233138,2020,MMRC,Yes,8.0,31.55,2.51,2.49,2.52,13.75,High,Yes,South
MET000597,Lake 78,Orange Line,Maharashtra,Mumbai,Sector 1,17.619189,79.440793,5,No,No,Yes,Yes,No,51316,2016,MMRC,Yes,4.68,25.79,4.48,3.35,4.84,7.31,Medium,Yes,South
MET000598,Lake 4,Red Line,Maharashtra,Mumbai,Sector 54,22.519619,75.806935,5,No,Yes,Yes,Yes,Yes,32380,2023,MMRC,Yes,9.39,39.47,3.26,0.23,0.83,8.75,High,No,East
MET000599,Market 20,Orange Line,Telangana,Hyderabad,Sector 60,20.027026,86.348488,5,No,Yes,Yes,Yes,No,134262,2021,HMRL,Yes,2.51,20.99,3.73,2.78,3.31,1.88,Medium,Yes,East
MET000600,Lake 81,Red Line,Telangana,Hyderabad,Sector 3,22.893993,80.687733,5,No,Yes,Yes,Yes,No,189784,2024,HMRL,Yes,4.18,34.02,3.33,3.26,3.95,3.57,Medium,Yes,South
MET000601,City 17,Yellow Line,Maharashtra,Mumbai,Sector 56,11.659591,76.70983,2,Yes,No,Yes,Yes,No,146163,2004,MMRC,Yes,5.53,8.45,1.41,1.79,2.5,4.45,Low,Yes,North
MET000602,Central 50,Purple Line,Telangana,Hyderabad,Sector 43,29.963568,83.055844,5,No,Yes,Yes,Yes,No,40196,2006,HMRL,Yes,4.21,8.67,2.53,2.94,1.85,5.48,Medium,Yes,North
MET000603,Market 54,Blue Line,Karnataka,Bengaluru,Sector 63,14.750771,78.935367,2,No,Yes,Yes,Yes,No,148973,2005,BMRCL,Yes,7.7,28.15,6.73,3.85,3.95,7.58,Low,Yes,South
MET000604,Park 45,Purple Line,Delhi,New Delhi,Sector 26,10.758129,73.858914,6,Yes,No,Yes,Yes,No,122654,2023,DMRC,Yes,1.39,34.49,7.18,0.65,2.09,9.7,High,No,Central
MET000605,City 14,Pink Line,Tamil Nadu,Chennai,Sector 42,27.602075,78.501301,5,Yes,No,Yes,Yes,Yes,132403,2012,CMRL,Yes,3.51,12.86,7.89,1.12,4.63,16.59,High,No,North
MET000606,Central 2,Purple Line,Maharashtra,Mumbai,Sector 68,8.49943,82.995848,5,No,Yes,Yes,Yes,No,242580,2005,MMRC,Yes,6.38,8.7,1.74,0.79,4.53,3.99,Low,Yes,West
MET000607,Lake 1,Blue Line,Delhi,New Delhi,Sector 16,23.027964,80.746194,4,Yes,Yes,Yes,Yes,No,138141,2012,DMRC,Yes,8.38,38.25,3.57,1.82,1.4,2.76,High,No,South
MET000608,Sector 16,Pink Line,Delhi,New Delhi,Sector 68,28.914362,80.693091,5,Yes,No,Yes,Yes,No,63097,2016,DMRC,Yes,7.33,20.86,5.71,4.99,0.28,19.28,Low,Yes,South
MET000609,Market 34,Purple Line,Delhi,New Delhi,Sector 16,24.945135,79.34919,5,No,No,Yes,Yes,No,86472,2019,DMRC,Yes,7.66,23.23,1.49,2.44,4.57,2.77,High,Yes,East
MET000610,City 65,Purple Line,Tamil Nadu,Chennai,Sector 22,25.71435,80.058911,4,No,Yes,Yes,Yes,No,31299,2014,CMRL,Yes,6.7,26.82,5.46,2.55,1.13,19.79,Medium,No,West
MET000611,Park 89,Orange Line,Tamil Nadu,Chennai,Sector 62,11.9043,83.970515,5,Yes,No,Yes,Yes,Yes,25038,2021,CMRL,Yes,7.31,34.67,2.96,2.24,3.56,6.31,High,No,Central
MET000612,Lake 58,Purple Line,Maharashtra,Mumbai,Sector 40,13.567757,83.995015,5,Yes,Yes,Yes,Yes,No,236721,2016,MMRC,Yes,3.46,18.0,2.79,4.35,0.61,10.49,Low,No,East
MET000613,Park 71,Yellow Line,Telangana,Hyderabad,Sector 39,21.297585,81.085382,6,No,Yes,Yes,Yes,No,54338,2023,HMRL,Yes,0.27,26.55,7.17,1.72,4.72,9.2,Low,No,South
MET000614,Central 55,Blue Line,Delhi,New Delhi,Sector 40,9.588402,72.364262,4,No,No,Yes,Yes,Yes,136083,2004,DMRC,Yes,6.45,33.35,5.76,0.58,4.71,2.84,Medium,Yes,South
MET000615,Park 91,Purple Line,Telangana,Hyderabad,Sector 76,17.208759,80.618853,4,No,Yes,Yes,Yes,No,134195,2014,HMRL,Yes,6.92,22.53,7.28,2.53,0.46,6.82,High,No,East
MET000616,Park 44,Yellow Line,Delhi,New Delhi,Sector 53,10.104257,75.249737,3,No,Yes,Yes,Yes,No,25835,2012,DMRC,Yes,6.27,19.41,4.67,1.68,1.19,8.48,High,No,North
MET000617,Market 56,Red Line,Maharashtra,Mumbai,Sector 48,20.955951,86.325072,4,Yes,Yes,Yes,Yes,Yes,110293,2008,MMRC,Yes,9.82,25.67,2.51,1.74,1.74,9.37,High,No,South
MET000618,Lake 98,Blue Line,Tamil Nadu,Chennai,Sector 2,20.979826,73.607726,6,Yes,Yes,Yes,Yes,No,101823,2017,CMRL,Yes,7.89,20.97,0.76,0.63,4.2,14.57,High,Yes,Central
