Hospital_ID,Hospital_Name,Hospital_Type,Chain_Name,Ownership,State_ID,State_Name,City_ID,City_Name,Locality_ID,Locality_Name,Address,Pincode,Latitude,Longitude,Beds,ICU_Beds,Doctors,Nurses,Emergency,Trauma_Center,ICU,NICU,Blood_Bank,Pharmacy,Diagnostic_Lab,MRI,CT_Scan,Ambulance,NABH_Accredited,Cardiology,Neurology,Orthopedics,Oncology,Pediatrics,Gynecology,Dialysis,Rating,Reviews,Consultation_Fee,Annual_Patients,Established_Year,Website,Email,Phone,Quality_Index
HSP007914,Aster DM Healthcare,Cancer Hospital,Aster DM Healthcare,Government,UT001,Andaman and Nicobar Islands,C0284,Andaman City 284,L03701,Extension 59 Paradise,"47, Prasad Ganj",417960,29.328931,88.657668,2164,373,361,844,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,4.0,29936,1200,555512,2000,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,76.41
HSP014510,CARE Hospitals,Heart Hospital,CARE Hospitals,Government,UT001,Andaman and Nicobar Islands,C0284,Andaman City 284,L03708,Phase 11 City,"H.No. 541, Dayal Road",157656,32.814759,92.731667,379,30,66,150,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,3.0,14654,1500,206859,1982,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,77.23
HSP003349,Christian Medical College,Women's Hospital,Christian Medical College,Government,UT001,Andaman and Nicobar Islands,C0284,Andaman City 284,L03698,Nagar 101 Vista,"H.No. 500
Iyer Nagar",569657,31.137727,80.862082,1523,126,319,790,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,3.1,3647,200,506777,1954,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,66.94
HSP015461,Christian Medical College,Government Hospital,Christian Medical College,Trust,UT001,Andaman and Nicobar Islands,C0284,Andaman City 284,L03695,Park 136 Township,"42/70, Shanker",709531,8.039491,82.422806,1670,262,481,1055,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,4.5,13756,1200,466780,2020,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,65.05
HSP018317,City Medical Centre,Super Speciality,Independent,Private,UT001,Andaman and Nicobar Islands,C0284,Andaman City 284,L03698,Nagar 101 Vista,"19, Krish Marg",569657,31.138293,80.854205,1599,211,353,569,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,4.7,13503,500,17586,1982,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,97.05
HSP003541,City Super Speciality Hospital,Children Hospital,Independent,Trust,UT001,Andaman and Nicobar Islands,C0284,Andaman City 284,L03707,Extension 71 Enclave,"32, Chaudry Path",190650,16.756415,71.841965,2084,370,579,1069,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,4.8,25214,300,114256,2003,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,88.79
HSP008670,Elite Medical Centre,Heart Hospital,Independent,Trust,UT001,Andaman and Nicobar Islands,C0284,Andaman City 284,L03703,Park 135 Vista,"82, Kalita Chowk",357521,32.515855,87.62689,812,69,222,313,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,3.5,28055,1200,597740,2016,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,72.96
HSP014241,Global Medical Centre,Super Speciality,Independent,Government,UT001,Andaman and Nicobar Islands,C0284,Andaman City 284,L03703,Park 135 Vista,"28/77, Ravi Marg",357521,32.511239,87.622321,1403,239,271,532,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,3.8,7920,300,647420,1958,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,78.93
HSP020240,Global Multispeciality Hospital,Cancer Hospital,Independent,Private,UT001,Andaman and Nicobar Islands,C0284,Andaman City 284,L03706,Sector 37 Vista,"H.No. 96, Viswanathan Chowk",965408,27.085924,80.340311,62,6,10,21,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,4.0,2430,300,308243,1974,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,97.44
HSP016647,Hope Hospital,Children Hospital,Independent,Private,UT001,Andaman and Nicobar Islands,C0284,Andaman City 284,L03697,Sector 133 Township,"63, Rajagopal Street",822089,12.24156,75.153338,2051,285,371,706,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,4.2,15374,1200,24199,1963,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,80.72
HSP024294,Hope Hospital,Government Hospital,Independent,Private,UT001,Andaman and Nicobar Islands,C0284,Andaman City 284,L03701,Extension 59 Paradise,"H.No. 764, Rout",417960,29.332871,88.655825,2490,245,433,910,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,4.0,10682,700,256981,1983,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,89.7
HSP001700,Kokilaben Dhirubhai Ambani Hospital,Children Hospital,Kokilaben Dhirubhai Ambani Hospital,Government,UT001,Andaman and Nicobar Islands,C0284,Andaman City 284,L03700,Phase 72 City,"75/74, Som Road",475521,28.494877,79.929159,1965,348,339,889,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,4.7,27085,400,493140,1967,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,93.33
HSP015546,Lotus Trauma Centre,Super Speciality,Independent,Government,UT001,Andaman and Nicobar Islands,C0284,Andaman City 284,L03700,Phase 72 City,"85
Gill Nagar",475521,28.488,79.928603,2352,199,543,814,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,4.9,21295,1000,251507,2005,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,74.31
HSP019137,Max Healthcare,Children Hospital,Max Healthcare,Government,UT001,Andaman and Nicobar Islands,C0284,Andaman City 284,L03700,Phase 72 City,"H.No. 840, Koshy Path",475521,28.493571,79.925588,140,14,35,78,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,4.2,14569,1200,104863,2004,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,85.08
HSP013199,Medanta,Cancer Hospital,Medanta,Private,UT001,Andaman and Nicobar Islands,C0284,Andaman City 284,L03708,Phase 11 City,"H.No. 82
Brar Street",157656,32.808011,92.738368,770,95,129,289,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,3.6,28340,1500,690640,1979,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,92.58
HSP019864,Metro Multispeciality Hospital,Heart Hospital,Independent,Private,UT001,Andaman and Nicobar Islands,C0284,Andaman City 284,L03703,Park 135 Vista,"247, Aurora Road",357521,32.511737,87.627743,1413,194,237,786,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,4.5,926,400,495443,2013,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,79.95
HSP014383,National Multispeciality Hospital,Women's Hospital,Independent,Trust,UT001,Andaman and Nicobar Islands,C0284,Andaman City 284,L03706,Sector 37 Vista,"394, Bansal",965408,27.086785,80.338878,908,86,223,375,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,3.6,23899,1200,518695,2017,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,96.3
HSP011775,Prime Health Centre,Women's Hospital,Independent,Private,UT001,Andaman and Nicobar Islands,C0284,Andaman City 284,L03706,Sector 37 Vista,"28
Sarna Street",965408,27.089661,80.337022,694,84,187,429,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,4.6,7917,700,677227,2000,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,98.93
HSP006398,Prime Medical Centre,Women's Hospital,Independent,Private,UT001,Andaman and Nicobar Islands,C0284,Andaman City 284,L03697,Sector 133 Township,"H.No. 729, Biswas Chowk",822089,12.23194,75.151121,2328,398,426,1118,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,4.0,6103,2000,172606,2018,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,67.13
HSP012042,Ruby Hall Clinic,Private Hospital,Ruby Hall Clinic,Government,UT001,Andaman and Nicobar Islands,C0284,Andaman City 284,L03695,Park 136 Township,"83/061, Ramaswamy Road",709531,8.036544,82.429355,1603,203,478,747,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,4.0,20100,200,216688,1955,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,79.18
HSP002202,Sunrise Heart Institute,Women's Hospital,Independent,Private,UT001,Andaman and Nicobar Islands,C0284,Andaman City 284,L03700,Phase 72 City,"31, Hari Marg",475521,28.492651,79.926634,796,116,146,375,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,3.3,26725,700,210577,1983,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,65.13
HSP012288,Tata Memorial Hospital,Cancer Hospital,Tata Memorial Hospital,Trust,UT001,Andaman and Nicobar Islands,C0284,Andaman City 284,L03710,Extension 32 Gardens,"81/175, Barad Nagar",570310,18.862603,85.914707,2143,382,520,818,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,4.7,23257,300,644034,1970,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,85.02
HSP021758,Tata Memorial Hospital,Cancer Hospital,Tata Memorial Hospital,Trust,UT001,Andaman and Nicobar Islands,C0284,Andaman City 284,L03707,Extension 71 Enclave,"661, Brar Zila",190650,16.755672,71.84268,398,56,72,203,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,3.8,17813,2000,61909,1990,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,72.93
HSP018258,Unity Heart Institute,Government Hospital,Independent,Private,UT001,Andaman and Nicobar Islands,C0284,Andaman City 284,L03708,Phase 11 City,"H.No. 103, Dixit Ganj",157656,32.811912,92.730663,1458,154,292,618,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,4.0,12899,700,512361,1955,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,91.24
HSP014286,Unity Super Speciality Hospital,Women's Hospital,Independent,Government,UT001,Andaman and Nicobar Islands,C0284,Andaman City 284,L03697,Sector 133 Township,"43
Sura Marg",822089,12.239534,75.153729,303,52,55,181,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,4.5,4849,500,414091,1994,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,91.73
HSP008545,Wellness Multispeciality Hospital,Children Hospital,Independent,Private,UT001,Andaman and Nicobar Islands,C0284,Andaman City 284,L03707,Extension 71 Enclave,"011
Baral Street",190650,16.759757,71.840673,346,58,80,136,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,3.8,16198,1000,230005,2014,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,85.23
HSP019264,Yashoda Hospitals,Women's Hospital,Yashoda Hospitals,Trust,UT001,Andaman and Nicobar Islands,C0284,Andaman City 284,L03696,Enclave 52 City,"42/082
Khanna Road",989944,11.357676,96.039352,250,33,73,126,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,4.4,21823,2000,250583,2012,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,66.45
HSP006253,Apollo Hospitals,Super Speciality,Apollo Hospitals,Trust,UT001,Andaman and Nicobar Islands,C0342,Andaman City 342,L04441,Extension 85 Paradise,"92
Bath Road",816394,16.186321,69.926532,168,24,32,87,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,4.9,9892,1200,31913,2005,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,93.98
HSP004855,Care Hospital,Children Hospital,Independent,Government,UT001,Andaman and Nicobar Islands,C0342,Andaman City 342,L04433,Extension 137 Greens,"H.No. 87, Venkatesh Nagar",582834,31.938456,87.185572,896,120,233,309,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,3.2,586,500,122583,2011,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,90.48
HSP014885,Crystal Medical Centre,Cancer Hospital,Independent,Trust,UT001,Andaman and Nicobar Islands,C0342,Andaman City 342,L04436,Park 95 Township,"345
Date Circle",570242,11.251648,87.723352,1150,95,197,687,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,3.1,22144,1200,240897,1979,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,83.36
HSP011174,Fortis Healthcare,Women's Hospital,Fortis Healthcare,Private,UT001,Andaman and Nicobar Islands,C0342,Andaman City 342,L04445,Sector 41 Paradise,"15
Kade Nagar",965189,16.658435,70.794422,1622,208,478,895,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,4.7,250,1200,374402,1985,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,85.08
HSP023582,Green Super Speciality Hospital,Medical College,Independent,Trust,UT001,Andaman and Nicobar Islands,C0342,Andaman City 342,L04436,Park 95 Township,"H.No. 82, Iyer Road",570242,11.258339,87.724831,1531,126,400,518,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3.5,12110,1000,129833,1987,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,81.72
HSP022337,Health Hospital,Private Hospital,Independent,Private,UT001,Andaman and Nicobar Islands,C0342,Andaman City 342,L04432,Enclave 83 Gardens,"H.No. 50, Baral Marg",144017,15.728618,88.898617,1391,158,241,482,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,3.5,7236,1200,182044,2005,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,98.86
HSP005746,Health Trauma Centre,Super Speciality,Independent,Government,UT001,Andaman and Nicobar Islands,C0342,Andaman City 342,L04445,Sector 41 Paradise,"65, Kaur Marg",965189,16.662623,70.796907,2391,289,661,1122,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,4.6,2367,1200,267000,2000,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,74.96
HSP010065,Health Trauma Centre,Women's Hospital,Independent,Government,UT001,Andaman and Nicobar Islands,C0342,Andaman City 342,L04442,Block 109 Heights,"H.No. 359
Sharaf Path",700639,16.175709,85.050421,2082,222,356,1094,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,4.3,29804,700,228635,2000,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,93.37
HSP009763,Hope Super Speciality Hospital,Heart Hospital,Independent,Private,UT001,Andaman and Nicobar Islands,C0342,Andaman City 342,L04433,Extension 137 Greens,"H.No. 57
Pal Circle",582834,31.942,87.176887,2178,262,482,914,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,4.2,25531,1500,150234,1984,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,73.9
HSP007930,Lotus Medical Centre,Super Speciality,Independent,Trust,UT001,Andaman and Nicobar Islands,C0342,Andaman City 342,L04440,Park 106 City,"883
Babu",341359,29.695008,73.514084,2248,364,418,1371,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,3.1,29122,700,35036,1954,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,91.72
HSP021578,Lotus Medical Centre,Women's Hospital,Independent,Trust,UT001,Andaman and Nicobar Islands,C0342,Andaman City 342,L04441,Extension 85 Paradise,"897
Saha",816394,16.180175,69.921864,1937,302,521,750,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,3.0,17148,1200,657367,2008,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,93.35
HSP001423,Manipal Hospitals,Heart Hospital,Manipal Hospitals,Government,UT001,Andaman and Nicobar Islands,C0342,Andaman City 342,L04439,Layout 69 Vista,"H.No. 80
Gopal Street",126897,29.347859,94.451739,486,55,153,297,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,3.8,12580,200,209336,1958,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,69.18
HSP007318,Max Healthcare,Women's Hospital,Max Healthcare,Private,UT001,Andaman and Nicobar Islands,C0342,Andaman City 342,L04444,Park 1 County,"193, More Zila",213889,11.442528,75.691488,1425,141,368,492,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,3.9,233,300,456400,2016,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,85.06
HSP018269,Medanta,Super Speciality,Medanta,Government,UT001,Andaman and Nicobar Islands,C0342,Andaman City 342,L04440,Park 106 City,"H.No. 450
Goda Marg",341359,29.69386,73.514741,1254,122,216,568,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,4.0,5535,2000,323438,2013,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,81.15
HSP021765,National Heart Institute,Heart Hospital,Independent,Private,UT001,Andaman and Nicobar Islands,C0342,Andaman City 342,L04440,Park 106 City,"43/614, Loyal",341359,29.695686,73.512389,330,37,59,120,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,3.5,29022,300,437954,1966,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,85.15
HSP015545,National Hospital,Cancer Hospital,Independent,Government,UT001,Andaman and Nicobar Islands,C0342,Andaman City 342,L04437,Park 114 City,"H.No. 551
Parikh Circle",702031,26.500508,83.362481,1757,167,400,773,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,4.8,3189,500,464441,2002,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,70.2
HSP013367,Prime Cancer Centre,Government Hospital,Independent,Private,UT001,Andaman and Nicobar Islands,C0342,Andaman City 342,L04438,Colony 145 Heights,"72/70
Misra Road",670299,24.676308,71.700424,48,8,15,20,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,4.9,10337,300,325814,2023,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,75.6
HSP000285,Prime Super Speciality Hospital,Private Hospital,Independent,Government,UT001,Andaman and Nicobar Islands,C0342,Andaman City 342,L04434,Nagar 148 Gardens,"992
Narula Circle",446733,29.214431,78.852723,1195,106,259,443,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,3.2,4189,2000,121122,1982,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,97.09
HSP001944,Ruby Hall Clinic,Medical College,Ruby Hall Clinic,Trust,UT001,Andaman and Nicobar Islands,C0342,Andaman City 342,L04444,Park 1 County,"88/810, Kala Path",213889,11.443394,75.686543,1558,125,303,815,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,4.8,14254,400,297736,1956,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,67.96
HSP013932,Tata Memorial Hospital,Heart Hospital,Tata Memorial Hospital,Trust,UT001,Andaman and Nicobar Islands,C0342,Andaman City 342,L04442,Block 109 Heights,"17
Sarma Nagar",700639,16.171423,85.051785,1313,212,320,831,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,3.8,6785,200,613859,1972,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,73.43
HSP012828,Yashoda Hospitals,Private Hospital,Yashoda Hospitals,Government,UT001,Andaman and Nicobar Islands,C0342,Andaman City 342,L04444,Park 1 County,"H.No. 043
Bhattacharyya Nagar",213889,11.443672,75.691974,456,39,79,244,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,3.4,28474,200,692048,1970,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,80.2
HSP006484,AIIMS,Government Hospital,AIIMS,Private,UT001,Andaman and Nicobar Islands,C0347,Andaman City 347,L04498,Layout 39 County,"90, Thaker Marg",915610,24.123376,87.262593,81,11,16,46,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,3.4,7977,1000,678339,1980,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,78.91
HSP008345,Care Medical Institute,Private Hospital,Independent,Private,UT001,Andaman and Nicobar Islands,C0347,Andaman City 347,L04497,Garden 105 County,"H.No. 56, Kala Marg",241097,11.982877,92.124151,1375,236,333,701,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,3.1,24464,200,523580,1978,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,68.52
HSP006325,City Medical Institute,Children Hospital,Independent,Government,UT001,Andaman and Nicobar Islands,C0347,Andaman City 347,L04499,Extension 68 County,"99/76, Majumdar Ganj",866049,32.980102,90.114449,2222,262,605,874,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,4.4,3025,500,413215,2002,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,66.8
HSP006609,Metro Cancer Centre,Government Hospital,Independent,Private,UT001,Andaman and Nicobar Islands,C0347,Andaman City 347,L04498,Layout 39 County,"32/281
Ben Street",915610,24.12161,87.262782,2115,288,364,914,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,4.7,19099,500,61210,1997,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,98.21
HSP005754,Metro Children Hospital,Government Hospital,Independent,Government,UT001,Andaman and Nicobar Islands,C0347,Andaman City 347,L04502,Phase 13 County,"52/154
Gokhale Ganj",433442,15.096907,76.224177,76,8,14,44,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,4.4,14151,400,35178,2015,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,96.15
HSP019894,Narayana Health,Super Speciality,Narayana Health,Trust,UT001,Andaman and Nicobar Islands,C0347,Andaman City 347,L04498,Layout 39 County,"90
Sathe Zila",915610,24.122226,87.269395,1861,167,317,831,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,4.8,12950,700,60763,1952,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,89.34
HSP020383,National Trauma Centre,Government Hospital,Independent,Private,UT001,Andaman and Nicobar Islands,C0347,Andaman City 347,L04503,Layout 126 County,"47/99
Wadhwa Street",152361,16.644394,94.692832,1083,181,335,511,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,3.1,26051,1500,25108,2000,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,80.98
